夹,ngeh
海鲜,hai bi
连败,lian pai
夸示,khua si
巡洋,sun iunn
灰木,peh huan
服役,hok ik
漫骂,ban me
心硬,ngi sim
双倍,nng pue
姿色,bin tsui
打渔,tho hai
搅动,kiau la
时髦,tshinn tshioh
继母,au bu
低音,ke im
鞋脸,ue bin
明白,tsai iann
百科,pah kho
黑信,oo phe
亏蚀,sih pun
浓荫,om iann
晓得,tsai iann
午夜,puann mi
赤铜,ang tang
便当,png pau
敦实,tsat tsinn
瓠瓜,hoo loo
逮获,tai hik
马戏,be hi
笔误,tann pit
包养,pau tshi
由于,in ui
乘坐,sing tso
友好,iu ho
线上,suann siong
竹帘,tik li
猪粪,tu sai
也要,ma beh
届满,kai mua
年岁,hue thau
冻伤,tang siong
压倒,iann ke
得手,tit tshiu
内政,lue tsing
高中,ko tiong
人缘,jin ian
北韩,pak han
筷筒,tu lang
开展,khai tian
眼圈,bak khoo
多久,gua ku
芍药,tsiok iok
行程,hing ting
花纹,hue ji
宿舍,siok sia
能力,lik liong
逐出,kuann tshut
什货,tsap hue
偷懒,lok to
偕同,tang tse
梅毒,kam tshng
精光,khang khang
赌钱,too tsinn
哄人,hoo lang
数叨,sam liam
恶梦,phainn bang
飞过,pe ke
惹眼,iann bak
腌缸,am kng
额际,hiah kha
笔法,pit huat
草皮,tshau phiann
领队,ling tui
木星,bok tshenn
爸爸,a pa
涅槃,liap phuan
蝴蝶,hoo tiap
布头,poo tshui
喇叭,koo tshue
抗拒,khong ki
鬓发,pin sui
猴急,tioh kau
梦见,bang kinn
鹿谷,lok kok
马面,be bin
背疮,senn pue
潟湖,lai hai
心脏,sim tsong
唱片,tshiunn phinn
孝女,hau li
店面,tiam bin
门环,mng khan
结伙,tso hue
砚台,hinn puann
组长,tsoo tiunn
之内,tsi lai
厕所,tshik soo
输送,su sang
置嘴,tshap tshui
民政,bin tsing
疑义,gi gi
风气,hong khi
和谐,ho hai
汤饭,png thng
取笑,thi tshio
油布,iu poo
基本,khi te
日报,jit po
热门,tshiunn tshi
早年,tsa si
去年,ting ni
深蓝,tim lam
证物,tsing but
生来,sing lai
末梢,be liu
外向,gua hiang
花头,kha poo
自我,tsu ngoo
危害,gui hai
冰点,ging tiam
拆坛,thiah tuann
基于,ki i
通学,thong hak
擡摃,tshia puann
种稻,poo tiu
流矢,pue tsinn
拆阅,thiah iat
结疤,kian phi
纳凉,tshe liang
勤奋,me tshenn
包办,pau pan
猖狂,tshiang kong
畅游,tua thit
水蓼,ang liok
敲门,kha mng
浮子,phu thang
专营,tsuan ing
赞赏,tsan siong
长程,tng too
吸烟,pok hun
游民,iu bin
作者,tsok tsia
祭日,tse jit
药量,ioh liong
歇脚,thing khun
开球,khai kiu
山岚,suann bong
铁桥,thih kio
神舆,sin kio
明志,bing tsi
懦弱,nng tsiann
走了,kiann khu
阴沈,oo im
奖学,tsiong hak
年龄,ni ki
厦门,e mng
作梦,bin bang
佛殿,hut tian
开采,khai tshai
青苗,tshik tshinn
棉质,mi tsit
难耐,lan nai
斋堂,tsai tng
零时,ling si
家业,ka giap
外孙,gua sun
插花,tshah hue
寺院,bio si
档名,tong mia
防范,the hong
日中,jit tau
肉垫,bah tiam
平原,pinn tue
回敬,he king
冈峦,suann ling
欠身,tham sin
剖柴,phua tsha
义诊,gi tsin
容貌,bin tsui
下家,ha tshiu
旷课,khong kho
刁滑,kan kui
花香,hue phang
靠近,ua kin
肠胃,ui tng
目标,bok piau
逃难,to lan
鸡冠,ke ke
络子,suann in
大幅,tai hok
底牌,pai te
沉重,thiam thau
上班,hok bu
淴浴,se ik
累计,lui ke
叶柄,hioh ko
向前,hiong tsing
标枪,pio a
潜力,tsiam lik
将军,tsiong kun
授粉,lang hue
生态,sinn thai
相骂,sio jiang
制品,tse phin
日蚀,lit sit
海胆,tshi tam
权宜,kue khiau
讲习,kang sip
扯直,khiu tit
贪吃,tham tsiah
酒品,tsiu phiah
甜汤,tinn loo
复辟,hok phik
倦怠,lan lan
泥巴,thoo muai
胸襟,hing khim
引燃,in jian
鼻头,phinn thau
乏力,bo lat
饭馆,sit tng
酒馆,tsiu kuan
烟袋,hun tshe
外流,gua liu
外币,gua pe
嫖客,khe hiann
胡噜,so so
祖宗,tsoo kong
未免,bue bian
图章,in tsiong
营收,ing siu
开幕,khai giap
锅巴,tiann phi
应召,ing tiau
起落,khi loh
重组,tiong tsoo
接驳,tsiap lau
瘸子,khue kha
珊瑚,suan oo
挟持,hiap tshi
格式,keh sik
火煤,hue tsing
场面,tiunn soo
佛珠,hiunn tsu
协办,hiap pan
自己,pun sin
撤换,uann sak
连同,lian tong
适中,tui too
对决,tui khiat
市场,tshi tiunn
冤屈,ong khut
食言,huan hiau
哮喘,he ku
庶子,giat tsu
下回,e pai
核子,hut tsu
呆傻,khong kham
天真,kian tiu
事实,su sit
秘笈,pi kip
沙土,thoo sua
野牛,suann gu
旧址,ku tsi
异动,i tong
贼人,tshat a
说谎,hau siau
脚本,hi bun
判断,phuann tuan
暗房,am king
土樟,thoo tsiunn
相处,tso hue
赌友,kiau kha
当面,tng bin
可悲,kho pi
茶园,te suann
办妥,pan ho
回锅,ke thng
璎珞,tsu tui
胃药,ui ioh
小火,bun he
妖道,iau to
蜡笔,lah pit
花欉,hue tsang
笔直,tit tit
铅板,ian phiann
蜂腰,sue io
剖析,pun thiah
玛瑙,be lo
重物,tiong but
小叔,se tsik
挂表,te pio
盖土,kham thoo
麻疯,ba hong
烈性,hue sing
染布,ni poo
锅巴,png phi
不佳,bo ho
滑竿,suann kio
跳脚,tio kha
捻子,lian a
弄鬼,tso kui
眉头,bak thau
水坑,tsui khenn
污点,oo tiam
埔心,poo sim
彩头,thau tshai
路祭,loo tse
对上,tioh thau
认路,jin loo
权位,kuan ui
抗热,khong jiat
异端,inn tuan
手表,si pio
贤人,khiang lang
没空,bo kha
丰润,pui lun
靠岸,kho huann
喊醒,kio tshenn
苟活,bong uah
冷冻,ping sng
端绪,thau tsang
垫补,thap khang
产儿,ang enn
漾奶,eh ni
义务,gi bu
饼干,piann kuann
灰尘,thoo hun
缴税,kiau sue
恐慌,lun neh
到齐,tsiau kau
离乡,li hiong
堑壕,tsian ho
应酬,ing siu
风寒,hong han
分部,hun poo
体形,the hing
恼火,au nau
油条,iu tiau
退缩,kiu the
巴望,ng bang
套牢,tho lo
败诉,ko su
一生,it sing
影星,iann tshenn
回来,tng lai
发怔,khi gong
按脉,hau meh
天主,thian tsu
裸露,lo loo
匡正,khong tsing
少年,siau lian
有心,tshun sim
不停,bo thing
结党,kiat tong
不及,khah su
残疾,tai tsit
拓荒,thok hong
惊醒,kiann tshenn
跛子,pai e
购买,koo be
打住,thing tiau
互相,hoo siang
措施,pan huat
延伸,tshun tng
警棍,king kun
交战,kau tsian
不凶,bue phainn
龃龋,tong tut
杜绝,bue tng
春晖,tshun hui
舅母,bo kim
公物,kong but
针孔,tsam phinn
挟恨,khioh hin
蜂腰,se io
碰见,tng tioh
阳文,phu hue
爆发,tshut phua
得悉,tsai iann
请辞,tshing si
职权,tsit khuan
店员,tiam uan
柜橱,kui tu
登山,peh suann
搜证,soo tsing
起意,senn sim
引言,in gian
协调,hiap tiau
批发,tiong puann
重视,khuann tang
田契,tshan khue
外形,hing tsong
接气,lian sua
祖坟,tsoo hun
移居,i ki
披露,phi loo
人选,jin suan
堆肥,tui pui
和仁,ho jin
并排,pinn pai
盆地,phun tue
寿纹,hiah hun
破皮,phua phue
闺房,ke pong
卖光,siau li
橘红,ting sik
挑拨,sai long
割舍,kuah sia
内角,lai kak
撅嘴,khiau tshui
脱壳,thng khak
神色,sin sik
倚仗,kho si
冷饮,liang e
开火,khui hue
那些,hit kua
同行,kang too
整治,tann tiap
归咎,kui kiu
多于,tse kue
坑洞,thap khang
严厉,giam li
做爱,kiann pang
陷害,ham hai
负载,tsih tsai
飘散,phiau suann
基础,tue ti
球拍,kiu pue
讣告,hu im
点补,sio tiam
衰竭,kham kheh
编列,phian liat
亏折,sih pun
浮沉,phu tim
蚊虫,bang thang
切断,tsam tng
寒色,tshin sik
诚恳,sing khun
值得,ka tit
先锋,tsian tin
内战,lue tsian
照会,tsiau hue
肉饼,bah piann
承重,tsih tsai
纳租,lap tsoo
海滨,hai huann
扳子,pan tshiu
标题,phiau tue
衣服,hok tsong
素服,mua hok
饭票,png phio
冒尖,tshut kioh
腐气,au hong
水疱,tsui pha
开列,khui liat
本市,pun tshi
鄙贱,phi tsian
家道,ke un
裂罅,lih phang
矩尺,khut tshioh
翻覆,ping phak
撒旦,sat tan
白痴,peh tshi
桌裙,toh ui
铜绿,tang tshenn
平均,ping kin
盛事,sing su
以及,i kip
咨商,tsham siong
解元,kai guan
厚重,kau tang
家当,ke he
推举,tshiam ku
作证,tsoh tsing
肚胀,too tiong
搭伙,tau tin
规定,kui tsik
养活,iunn tshi
施法,tsok huat
裂缝,phua khang
赏金,siunn gun
祸根,ho kin
擦到,kheh tioh
门柱,mng khia
痘苗,tsu tsiunn
荡条,sue tng
受凉,kuann tioh
心急,so sim
铣铣,tiann sinn
良策,liong tshik
饮品,im phin
鳝鱼,tshan tshuann
朱鹂,ang ing
窃取,thau ni
擂钵,puah a
别名,phian mia
软炭,phann thuann
落成,khing sing
对决,tui piann
牲醴,sing le
榕树,tshing a
提携,khan khioh
地沟,am kau
快车,khuai tshia
孝男,hau lam
造访,tso hong
癖性,phiah sing
扶掖,phoo tsah
首相,siu siong
优势,iu se
破除,kai tu
英商,ing siong
臭脸,tshau bin
匿名,lik mia
食菜,tsiah tshai
入耳,jip hinn
从权,bong tshiann
偏旁,li ping
瘦高,san thiu
食教,tsiah kau
定出,ting tshut
馄饨,pian sit
救命,kiu lang
茶室,te sik
病理,penn li
油门,iu mng
衣料,sann tng
开帐,khui siau
蓬莱,hong lai
下装,sia tsong
龙袍,ling pau
承认,sing jin
佃农,tian hoo
会得,e tit
美工,bi kang
近世,kin se
爆炸,phok tsa
停车,khua tshia
铜圆,tang lui
超人,tshiau lin
清晨,thinn kng
淡季,sio gueh
木匠,bak tshiunn
尊严,tsun giam
罪业,tsue giap
海马,hai ling
议场,gi tiunn
中气,tiong khui
天天,jit jit
怀恨,kia hin
循环,sun huan
油灯,iu ting
稻谷,tshik a
诈欺,tsa khi
禁港,kim kang
统帅,thong sue
面颊,tshui phue
茶叶,te bi
造路,tso loo
亲自,ka ti
老境,lo king
针眼,bak tsiam
笑杯,tshio pue
将才,tsiong tsai
有缘,iu ian
心力,sim lik
县市,kuan tshi
习惯,hong siok
质对,tui tsik
审核,sim hik
选购,suan koo
科举,kho ki
阵雨,tsun hoo
党禁,tong kim
垄糠,tshoo khng
羊肠,iunn tng
意味,i bi
改小,kai sio
木荷,ho tshiu
经办,king pan
要饭,pun tsiah
搜查,soo tsa
领教,pai hau
真相,su sit
愧疚,khui kiu
强忍,kiong lun
兵役,ping iah
悔改,tsheh pinn
皮鞋,phue e
小巧,koo tsui
根部,kun poo
开窍,khai khiau
寒衣,kuann sann
探头,tham thau
调教,tiau tok
街上,kue thau
懒惰,pin tuann
改行,kai too
好处,ho khang
侧室,hu pang
翻脸,pinn bin
普度,phoo too
潮气,tsui khi
腹泻,lau sai
包袱,pau hok
车床,tshia kui
跌水,loh lau
大衣,oo ba
蛰居,tiam kha
藤床,tin phong
出于,tshut i
留待,tan thai
误解,goo kai
悔改,hue kai
佛家,hut ka
钱多,pa tsui
博雅,phok nga
弄鬼,tsue kui
蜡烛,lah tiau
日后,au jit
缴完,kiau uan
女巫,sai bo
推翻,thui huan
赎金,siok kim
看管,kuan koo
盘面,puann bin
敞开,khui khui
石壁,tsioh piah
资深,tsu tshim
对时,tui si
司仪,le sing
冰河,ping ho
短鲔,te tun
超出,tiong thau
末年,buat ni
法办,huat pan
烧焦,pho san
气焰,khi iam
马陆,hia thang
牢笼,lok tu
事后,au lai
呼声,hoo siann
活动,huat tong
校外,hau gua
凑脚,tau kha
意境,i king
过错,kue tsho
转移,tsuan i
甘休,kam suah
渡口,too thau
举手,giah tshiu
大牙,mng khi
泔脚,phun lo
积弊,tsik pe
呼救,hoo kiu
万金,ban kim
抵罪,ti tsue
普及,phoo thong
楦子,ue hun
宗祠,tsoo tshu
乡长,hiong tiunn
养子,pun e
仓皇,tshinn kong
筅帚,tiann tshue
群英,kun ing
水笔,thih pit
侧柏,pinn peh
叛将,puan tsiong
沿街,ian kue
沪尾,hoo be
稀疏,sue sam
斜视,phian si
米攕,bi tshiam
责问,tsit bun
书局,tsheh tiam
船体,tsun the
手心,tshiu te
入籍,jip tsik
内勤,lue khin
弟弟,tih tih
潜在,tsiam tsai
恶棍,ok lang
骾著,kinn tioh
山芋,tok hong
舅嫂,kim a
麻痺,ba pi
梨山,le san
庚帖,peh ji
同心,kang sim
没空,bo ing
溪滩,khue poo
满身,mua sin
训政,hun tsing
几时,mih si
长肉,tsiunn bah
脱水,thuat tsui
修身,siu sin
拇战,huah kun
抱养,pun e
支援,kiu uan
文静,tiam tsing
自卫,tsu ue
河滩,khue poo
坍塌,pang thap
认同,jin tong
缩水,ta tsui
衣柜,i kui
专员,tsuan uan
团费,thuan hui
这回,tsit kue
余地,u te
吹捧,phoo thann
支离,si suann
相异,siong i
起码,tsi tsio
罚球,huat kiu
开溜,soo khai
仿造,hong tse
枪决,tshing sat
投影,tshio iann
修缮,poo thak
对话,in tap
夏装,luah sann
如来,li lai
直立,khia tsiann
老表,piau e
成全,sing tsuan
举目,kiah bak
天良,thian liong
梦中,bang tiong
虎斑,hoo pan
海鲶,sing a
受教,siu ka
地方,soo tsai
姊妹,tsi be
不许,m tsun
铁罐,thih kuan
矮壮,khun thau
数值,soo tat
回邮,hue iu
葱翠,tshinn lik
怀疑,hiau gi
余震,i tsin
主流,tsu liu
画册,ue tsheh
银纸,gin tsua
金银,kim gun
窘迫,kun pik
压倒,iann kue
收款,siu khuan
火镰,hue khiat
嫡孙,lai sun
特别,tik su
拮据,peh penn
唾弃,phui sak
坠楼,tui lau
饭局,tsiah toh
妹婿,mue sai
群岛,kun too
掺水,too tsui
修道,siu to
重倍,ting pe
见底,tah tue
老辈,lau un
外援,gua tsan
变故,pian koo
太太,tsa boo
公众,tsing lang
树木,tshiu a
仙境,sian king
推定,tshui ting
号脉,bai meh
渔获,hi hik
前金,tiann gun
获取,theh tioh
阔气,iu tsui
铁锹,sok a
古物,koo but
熄灭,hua khi
醢盐,luah iam
玩具,guan ku
手钟,tsing a
颁奖,pan tsiong
扁形,an pinn
黑子,oo ki
鸟樟,tsiau tsiunn
困倦,ia sian
秋季,tshiu kui
痛风,thiann hong
特首,tik siu
俗名,thoo mia
那么,hia ni
霓虹,ne ong
咬字,ka li
歹徒,phainn lang
清净,tshing tsing
玄石,khip tsioh
秤盘,ng a
梵文,put ji
至少,tsi tsio
市面,tshi bin
血库,hueh khoo
斑鸠,ka tsui
回本,kiu pun
指名,tiam mia
湍急,tshuah lau
得病,tioh penn
荤腥,tshenn tsho
耶稣,ia soo
预算,i suan
大雾,tua bu
底薪,te sin
剑桥,kiam kio
急转,kip tsuan
本来,pun te
相互,hoo siong
幛子,tik a
野狗,ia kau
下蛋,tsuh nng
炖锅,tim ue
脑海,nau hai
天花,oo tau
拳赛,kun sai
皮毛,senn mng
花鳅,sua liu
输入,su jip
过激,kue puann
语句,gu ku
疑惑,tshinn gi
骨折,kut tng
肌肉,ki jiok
充裕,ling ling
直爽,thoo tit
围拢,ui ua
青埔,tshenn poo
积年,ku ni
脱线,thuat suann
冲蚀,tshiong sit
腥味,tshenn tshau
遗物,tshiu bue
银河,ho khe
夺利,tuat li
腻嘴,ui tshui
滤酒,lu tsiu
凉粉,hun ke
施予,si u
僻静,phiah tsing
内在,lue tsai
初稿,tshoo ko
切近,ua kun
招集,boo tsip
裂口,liah khiah
拉票,giu phio
买卖,bue bue
剧目,hi tshut
禀性,sinn sing
苛刻,kik kak
南侧,lam tshik
替代,tai the
落毛,lak mng
口约,tshui hoo
油亮,kim kut
切片,tshiat phinn
池水,ti tsui
担任,tam jim
兼任,kiam tsit
充血,tshiong huih
走开,tsau khui
心硬,nge sim
法医,ngoo tsoh
拉长,khiu tng
厚衣,kau sann
追究,khe kho
毛毯,than a
艋舺,bang kah
弱势,jiok si
见谅,kian liong
针鼻,tsam phinn
张开,tian khui
债权,tse kuan
狄青,tik tshing
张眼,peh kim
扭伤,sinn tioh
发飙,khi puan
封口,hong tshui
劈刀,tsha keh
马术,be sut
散戏,loh hi
显见,bing hian
赌拼,piann poh
图说,too seh
暗疾,am pinn
擒拿,khim na
能事,ling su
相配,si thin
更替,uann tshiu
人次,jin tshu
亏得,ho tit
查访,tsa hong
盐份,iam hun
前年,ting ni
晚餐,am tng
溢奶,ik ni
牙齿,tshui khi
招待,khuan thai
岳飞,gak hui
幅面,poo pak
搬开,sua khui
梆子,kenn khok
寄宿,tsioh hioh
唇舌,tshui tsih
须根,iu kun
眩目,hiann bak
日前,ting jit
艺能,ge ling
政大,tsing tai
嘲弄,lau pai
赶制,kuann tse
扶手,tshiu thenn
黄泉,hong tsuan
传代,thuan tai
限制,han tiann
债券,tse kng
出题,tshut te
购入,kang jip
寒毛,khoo moo
大边,tua ping
内功,lai kong
荤菜,iu tsho
放对,tui tin
重庆,tiong khing
节长,lau ham
庸俗,thoo song
苦瓜,khoo kue
答谢,tap sia
枪口,tshing tshui
积恨,khioh hin
眼岔,khuann tann
宣纸,suan tsua
过熟,ke sik
夺权,tuat kuan
阶层,kai tsan
排字,pai ji
入围,lip ui
稍候,sio tan
本名,tsiann mia
首领,thau ko
失土,sit thoo
焦炭,ta thuann
物色,but sik
追分,tui hun
萌起,bing khi
标记,phiau ki
朝上,than tshio
伏侍,tinn tue
阵前,tin tsing
不足,put tsiok
协议,tsim tsiok
出面,tham thau
不正,uai ko
后脑,au khok
妇人,hu jin
头子,thau hiann
戏文,hi khik
课长,kho tiunn
只要,kian na
斥退,huah the
三总,sam tsong
转筋,ban kin
民心,bin sim
饭包,pian tong
振翅,phiat sit
宽大,khuan tai
雅房,nga pang
吭气,tsue siann
应市,ing tshi
皇宫,hong kiong
停住,thing leh
粿叶,kue hioh
版本,pan pun
底盘,tshia te
国立,kok lip
上吊,tiau am
提升,the sing
鼠蹊,kai pinn
通信,thong phue
分业,hun giap
瘦子,san kau
血球,hiat kiu
报到,po to
母金,bo kim
抽搐,ban tshuah
嘴巴,tshui khang
致病,ti pinn
偷窥,thau khuann
接洽,kau tsiap
虹雨,khing jio
挑刺,giah tshuann
预测,u tshik
瓦刀,thoo to
补正,poo tsing
急遽,kip ku
勤勉,kut lat
电毯,tian than
褪衣,thng sann
庇荫,im ng
一行,tsit kiann
住宅,jin ke
日币,jit pe
国权,kok kuan
儿子,kiann ji
原委,thau be
认份,lin hun
门诊,bun tsin
强奸,kiang kan
初时,tshoo si
拖长,thua tng
天险,thian hiam
争执,sio tsenn
裁定,tshai ting
过分,kue too
冒死,phe mia
膀子,tshiu kut
抵命,pe mia
职业,thau loo
爱玩,ai sng
绿化,lik hua
虱子,sat bo
形象,hing siong
甚且,sim tshiann
亲属,tshin siok
年历,lah jit
何况,mai kong
灰烬,he sai
小巧,sok kiat
小气,niau sin
江口,kang khau
家商,ka siong
打扫,piann sau
中风,tiong hong
被套,mi tsioh
吟唱,gim tshiunn
豇豆,bi tau
喝斥,hat thau
骨折,kut tsih
同感,tong i
喷嚏,ka tshiunn
时期,si se
初产,phua nng
在在,si kue
酬金,siu kim
杂草,tsap tshau
被偷,pi thau
传真,thuan tsin
抚慰,un tsun
很慢,ban phe
查对,tsa tui
印戳,in tshok
仍旧,guan tsai
盟友,bing iu
达观,tat kuan
旱灾,han tsai
子口,sia khau
知人,ti jin
圣人,sing jin
洗脚,sue kha
烧死,sio si
蝇梯,soh thui
梳子,luah a
水压,tsui ap
哈欠,peh hah
手表,tshiu pio
提防,ti hong
后援,tsan au
赌烂,ge lan
贫困,san hiong
供需,king su
兜鍪,tsian khue
两层,nng ting
拆信,thiah phue
鼻孔,phinn khang
外形,gua hing
迷你,mi nih
迳自,tsue i
门票,mng phio
亲身,pun lang
背鳍,hu tshi
王国,ong kok
双向,siang hiong
出生,tshut si
子叶,tsu hioh
干妈,khe bu
声势,siann si
包工,bauh kang
人和,lin ho
野火,suann hue
报丧,po si
牛奶,gu ni
意欲,siunn beh
安逸,ing sin
场面,tiunn hap
火种,hue bo
气绝,tng khui
物类,but lui
稀饭,am muai
调味,tioh bi
关进,kuainn jip
伤身,sun sin
闲话,phann tam
历任,lik jim
高超,ko tshiau
开业,khai boo
打颤,ban meh
小病,sio pinn
收尾,bue a
纸张,tsua tiunn
该当,kai jian
禁用,kim ing
优秀,iu siu
流入,lau jip
铜钹,tshim a
亢旱,kho uann
锁匙,so si
狸子,suann niau
放倒,than to
娴静,tiam tsing
犬牙,kau ge
不够,bo kau
报仇,po siu
票数,phio soo
挪用,sua ing
主张,tsu tiunn
女巫,sai bu
村落,tshuan lok
缸盆,hui puah
重罪,tang tsue
秃子,thut thau
集中,tsip tiong
喜事,hi su
含泪,ham lui
会商,hue siong
酷热,tua juah
总之,tsong kong
烂戏,au hi
幼儿,se kiann
搔痒,so tsiunn
心境,sim king
血量,huih liong
泪液,bak iu
担负,tann hu
淹没,im bat
辩解,se tshing
大内,tua lai
传来,thuan lai
繁杂,huan tsap
警车,king tshia
瓠子,pu a
强暴,kiong kan
死心,sia sim
砂土,sua thoo
名分,mia hun
尊翁,tsun ong
盆地,phun te
语音,gu im
电量,tian liang
板刷,e bin
汉城,han siann
温汤,un tsuann
冻死,tang si
天下,thian ha
阶级,kai kip
粗壮,tshoo iong
老妇,po a
长进,tiong tsin
跌倒,puah to
魏碑,gui the
腰尺,io tshioh
教唆,sai long
离奇,li ki
福分,tso hua
大菁,suann lam
巡行,sun si
女婢,li pi
午觉,heh tau
蠢材,hau tai
翻本,kiu pun
驳船,pok a
开户,khui hoo
现成,tso pian
嘴淡,tshui tshin
敬称,king tshing
辞呈,si ting
标记,ki jin
水罐,tsui kuan
谿口,khenn mng
邋遢,phua nua
汽艇,khi thing
梯己,su kha
技师,ki su
庄子,sia li
宽赦,khuan sia
经管,king kuan
追去,jik khi
妻子,khan tshiu
难堪,ho khuann
骨肉,kut liok
插榫,tau sun
权利,kuan li
争相,sio tsinn
服饰,hok tsong
方面,hong bin
肺病,sue pinn
少用,han iong
黑檀,oo bak
拐诱,kuai iu
重阳,tiong iong
重型,tiong hing
千赫,tshian hik
地位,mng hoo
施舍,si sia
装运,tsng un
正直,tsiann tit
倒贴,liau tsinn
警觉,me tshenn
刀鞘,to sio
至尊,tsi tsun
指尖,tshiu bue
雨滴,hoo tih
重税,tang se
骇异,gong giah
病人,penn lang
别怕,bian kiann
赠送,sio sang
迎敌,ging tik
天理,thian li
妖艳,hue hiat
合同,hap tong
数额,giah soo
喷射,phun sia
分爨,pun tsau
绝地,si te
秩序,tiat su
爱恨,ai hin
起首,siang thau
宋朝,song tiau
签条,tshiam a
趁虚,siong phang
河道,ho to
养子,hun e
粮价,bi ke
老千,lau a
心田,sim pak
四轮,si lian
小心,tsu i
深红,tua ang
散财,ia tsinn
章螺,tsiunn le
戽斗,hoo tau
有零,thong thau
苗栗,biau lik
不再,bo koh
在于,kai tsai
兑换,tui uann
拨冗,puah kang
火砲,hue phau
纸扇,tsua sinn
闺房,ke pang
独唱,tok tshiunn
后悔,hio hue
匆匆,tshong tshong
偏重,ke tiong
吟味,gim bi
复国,hok kok
深色,tim sik
棘手,phainn phang
保管,po kuan
幕布,poo boo
金牌,kim pai
前台,tai tsing
做庄,tsue tsng
下头,e tue
为学,ui hak
硬拗,nge au
树梢,tshiu be
阐明,khui phua
躲债,phiah tse
奶水,ling tsui
年假,ni ka
尼龙,ni liong
不乏,tsio kheh
取消,tshu siau
强逼,nge ah
谷底,kok tue
元配,guan phe
全心,kui sim
肛门,pun khau
扁担,pinn tann
满期,buan an
整体,tsing the
私吞,poo tsiah
调匀,kiau tsiau
全年,tsuan ni
砍杀,kham sat
遗毒,ui tok
再多,khah tsue
泛泛,phe phe
预估,i koo
引魂,khan bong
宣告,suan ko
暗扣,am liu
端木,tuan bok
对半,tui puann
甩手,hit tshiu
小品,sio phin
口感,au un
下厨,tsi png
匪类,phah phun
